KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;SONSTIGE;AUFNAHMEN;BEV_ZAHL
19. KW 2023;NÖ;M;30 - 44;I;0;0;0;0;0;163927
19. KW 2023;NÖ;M;45 - 59;N;0;0;0;6;6;194009
19. KW 2023;NÖ;M;45 - 59;I;0;0;0;1;1;194009
19. KW 2023;NÖ;M;5 - 14;N;0;0;0;2;2;88232
19. KW 2023;NÖ;M;5 - 14;I;0;0;0;0;0;88232
19. KW 2023;NÖ;M;60 - 69;N;1;0;0;14;15;110830
19. KW 2023;NÖ;M;60 - 69;I;0;0;0;1;1;110830
19. KW 2023;NÖ;M;70 - 79;N;5;1;0;17;23;68295
19. KW 2023;NÖ;M;70 - 79;I;0;0;0;0;0;68295
19. KW 2023;NÖ;M;80+;N;2;0;0;41;43;43827
19. KW 2023;NÖ;M;80+;I;0;0;0;2;2;43827
19. KW 2023;NÖ;W;0 - 4;N;1;0;0;6;7;38530
19. KW 2023;NÖ;W;0 - 4;I;0;0;0;0;0;38530
19. KW 2023;NÖ;W;15 - 29;I;0;0;0;0;0;125900
19. KW 2023;NÖ;W;15 - 29;N;1;0;0;0;1;125900
19. KW 2023;NÖ;W;30 - 44;N;0;0;0;0;0;164127
19. KW 2023;NÖ;W;30 - 44;I;0;0;0;0;0;164127
19. KW 2023;NÖ;W;45 - 59;N;1;0;0;6;7;197835
19. KW 2023;NÖ;W;45 - 59;I;0;0;0;0;0;197835
19. KW 2023;NÖ;W;5 - 14;I;0;0;0;0;0;83246
19. KW 2023;NÖ;W;5 - 14;N;1;0;0;2;3;83246
19. KW 2023;NÖ;W;60 - 69;I;0;0;0;0;0;115695
19. KW 2023;NÖ;W;60 - 69;N;4;0;0;12;16;115695
19. KW 2023;NÖ;W;70 - 79;N;7;1;0;20;26;81215
19. KW 2023;NÖ;W;70 - 79;I;0;0;0;0;0;81215
19. KW 2023;NÖ;W;80+;N;4;1;0;36;41;66594
19. KW 2023;NÖ;W;80+;I;0;0;0;0;0;66594
19. KW 2023;OÖ;M;0 - 4;N;0;0;0;7;7;39341
19. KW 2023;OÖ;M;0 - 4;I;0;0;0;0;0;39341
19. KW 2023;OÖ;M;15 - 29;N;0;0;0;2;2;133825
19. KW 2023;OÖ;M;15 - 29;I;0;0;0;0;0;133825
19. KW 2023;OÖ;M;30 - 44;N;0;0;0;3;3;157183
19. KW 2023;OÖ;M;30 - 44;I;0;0;0;0;0;157183
19. KW 2023;OÖ;M;45 - 59;N;1;0;0;5;6;163750
19. KW 2023;OÖ;M;45 - 59;I;0;0;0;2;2;163750
19. KW 2023;OÖ;M;5 - 14;I;0;0;0;0;0;79609
19. KW 2023;OÖ;M;5 - 14;N;0;0;0;3;3;79609
19. KW 2023;OÖ;M;60 - 69;I;0;0;0;0;0;95341
19. KW 2023;OÖ;M;60 - 69;N;0;0;0;14;14;95341
19. KW 2023;OÖ;M;70 - 79;N;4;0;0;25;28;55199
19. KW 2023;OÖ;M;70 - 79;I;0;0;0;1;1;55199
19. KW 2023;OÖ;M;80+;I;0;0;0;0;0;33695
19. KW 2023;OÖ;M;80+;N;3;0;0;31;34;33695
19. KW 2023;OÖ;W;0 - 4;I;0;0;0;0;0;37266
19. KW 2023;OÖ;W;0 - 4;N;0;0;0;5;5;37266
19. KW 2023;OÖ;W;15 - 29;I;0;0;0;0;0;122614
19. KW 2023;OÖ;W;15 - 29;N;1;0;0;0;1;122614
19. KW 2023;OÖ;W;30 - 44;N;0;0;0;0;0;148425
19. KW 2023;OÖ;W;30 - 44;I;0;0;0;0;0;148425
19. KW 2023;OÖ;W;45 - 59;N;3;0;0;5;7;162516
19. KW 2023;OÖ;W;45 - 59;I;0;0;0;0;0;162516
19. KW 2023;OÖ;W;5 - 14;I;0;0;0;0;0;75111
19. KW 2023;OÖ;W;5 - 14;N;0;0;0;5;5;75111
19. KW 2023;OÖ;W;60 - 69;N;1;0;0;7;8;99157
19. KW 2023;OÖ;W;60 - 69;I;0;0;0;0;0;99157
19. KW 2023;OÖ;W;70 - 79;N;4;0;0;14;17;65521
19. KW 2023;OÖ;W;70 - 79;I;0;0;0;1;1;65521
19. KW 2023;OÖ;W;80+;I;0;0;0;1;1;54272
19. KW 2023;OÖ;W;80+;N;4;0;0;36;38;54272
19. KW 2023;SBG;M;0 - 4;N;0;0;0;1;1;14559
19. KW 2023;SBG;M;0 - 4;I;0;0;0;0;0;14559
19. KW 2023;SBG;M;15 - 29;I;0;0;0;0;0;49514
19. KW 2023;SBG;M;15 - 29;N;0;0;0;0;0;49514
19. KW 2023;SBG;M;30 - 44;I;0;0;0;0;0;58373
19. KW 2023;SBG;M;30 - 44;N;0;0;0;1;1;58373
19. KW 2023;SBG;M;45 - 59;N;0;0;0;1;1;60002
19. KW 2023;SBG;M;45 - 59;I;0;0;0;0;0;60002
19. KW 2023;SBG;M;5 - 14;I;0;0;0;0;0;28141
19. KW 2023;SBG;M;5 - 14;N;0;0;0;0;0;28141
19. KW 2023;SBG;M;60 - 69;N;1;0;0;4;5;33199
19. KW 2023;SBG;M;60 - 69;I;0;0;0;0;0;33199
19. KW 2023;SBG;M;70 - 79;N;1;0;0;10;11;21501
19. KW 2023;SBG;M;70 - 79;I;0;0;0;2;2;21501
19. KW 2023;SBG;M;80+;I;0;0;0;0;0;12901
19. KW 2023;SBG;M;80+;N;3;0;0;11;14;12901
19. KW 2023;SBG;W;0 - 4;I;0;0;0;0;0;13602
19. KW 2023;SBG;W;0 - 4;N;0;0;0;1;1;13602
19. KW 2023;SBG;W;15 - 29;N;0;0;0;0;0;46786
19. KW 2023;SBG;W;15 - 29;I;0;0;0;0;0;46786
19. KW 2023;SBG;W;30 - 44;I;0;0;0;0;0;57406
19. KW 2023;SBG;W;30 - 44;N;0;0;0;0;0;57406
19. KW 2023;SBG;W;45 - 59;I;1;0;0;0;1;62089
19. KW 2023;SBG;W;45 - 59;N;1;0;0;2;3;62089
19. KW 2023;SBG;W;5 - 14;I;0;0;0;0;0;26886
19. KW 2023;SBG;W;5 - 14;N;0;0;0;0;0;26886
19. KW 2023;SBG;W;60 - 69;I;0;0;0;2;2;36905
19. KW 2023;SBG;W;60 - 69;N;0;0;0;0;0;36905
19. KW 2023;SBG;W;70 - 79;N;0;0;0;3;3;26554
19. KW 2023;SBG;W;70 - 79;I;0;0;0;0;0;26554
19. KW 2023;SBG;W;80+;N;4;0;0;10;13;19928
19. KW 2023;SBG;W;80+;I;0;0;0;0;0;19928
19. KW 2023;ST;M;0 - 4;N;0;1;0;10;11;28587
19. KW 2023;ST;M;0 - 4;I;0;0;0;0;0;28587
19. KW 2023;ST;M;15 - 29;I;0;0;0;0;0;107003
19. KW 2023;ST;M;15 - 29;N;1;0;0;3;4;107003
19. KW 2023;ST;M;30 - 44;N;0;0;0;2;2;128845
19. KW 2023;ST;M;30 - 44;I;0;0;0;1;1;128845
19. KW 2023;ST;M;45 - 59;N;1;0;0;5;6;138876
19. KW 2023;ST;M;45 - 59;I;0;0;0;0;0;138876
19. KW 2023;ST;M;5 - 14;N;0;0;0;2;2;59390
19. KW 2023;ST;M;5 - 14;I;0;0;0;0;0;59390
19. KW 2023;ST;M;60 - 69;N;1;1;0;9;11;81587
19. KW 2023;ST;M;60 - 69;I;0;0;0;0;0;81587
19. KW 2023;ST;M;70 - 79;N;6;0;0;25;31;49761
19. KW 2023;ST;M;70 - 79;I;0;0;0;3;3;49761
19. KW 2023;ST;M;80+;N;7;0;0;26;33;31466
19. KW 2023;ST;M;80+;I;0;0;0;2;2;31466
19. KW 2023;ST;W;0 - 4;I;0;0;0;0;0;27516
19. KW 2023;ST;W;0 - 4;N;1;0;0;8;9;27516
19. KW 2023;ST;W;15 - 29;N;0;0;0;0;0;98279
19. KW 2023;ST;W;15 - 29;I;0;0;0;0;0;98279
19. KW 2023;ST;W;30 - 44;N;0;0;0;1;1;122527
19. KW 2023;ST;W;30 - 44;I;0;0;0;0;0;122527
19. KW 2023;ST;W;45 - 59;N;0;0;0;4;4;137720
19. KW 2023;ST;W;45 - 59;I;0;0;0;0;0;137720
19. KW 2023;ST;W;5 - 14;N;0;0;0;0;0;55546
19. KW 2023;ST;W;5 - 14;I;0;0;0;0;0;55546
19. KW 2023;ST;W;60 - 69;N;1;0;0;7;8;86009
19. KW 2023;ST;W;60 - 69;I;0;0;0;2;2;86009
19. KW 2023;ST;W;70 - 79;I;0;0;0;0;0;60569
19. KW 2023;ST;W;70 - 79;N;2;0;0;16;17;60569
19. KW 2023;ST;W;80+;N;7;0;0;36;43;51517
19. KW 2023;ST;W;80+;I;0;0;0;3;3;51517
19. KW 2023;T;M;0 - 4;I;0;0;0;0;0;19426
19. KW 2023;T;M;0 - 4;N;0;0;0;8;8;19426
19. KW 2023;T;M;15 - 29;I;0;0;0;0;0;68738
19. KW 2023;T;M;15 - 29;N;0;0;0;0;0;68738
19. KW 2023;T;M;30 - 44;I;0;0;0;1;1;80055
19. KW 2023;T;M;30 - 44;N;0;0;0;1;1;80055
19. KW 2023;T;M;45 - 59;I;0;0;0;0;0;83366
19. KW 2023;T;M;45 - 59;N;1;0;0;3;4;83366
19. KW 2023;T;M;5 - 14;N;0;0;0;1;1;38244
19. KW 2023;T;M;5 - 14;I;0;0;0;3;3;38244
19. KW 2023;T;M;60 - 69;I;0;0;0;1;1;45032
19. KW 2023;T;M;60 - 69;N;0;0;0;12;12;45032
19. KW 2023;T;M;70 - 79;N;3;1;0;19;23;28179
19. KW 2023;T;M;70 - 79;I;0;0;0;1;1;28179
19. KW 2023;T;M;80+;I;0;0;0;2;2;17597
19. KW 2023;T;M;80+;N;3;0;0;14;17;17597
19. KW 2023;T;W;0 - 4;N;1;0;0;4;5;18343
19. KW 2023;T;W;0 - 4;I;0;0;0;0;0;18343
19. KW 2023;T;W;15 - 29;I;0;0;0;0;0;64358
19. KW 2023;T;W;15 - 29;N;0;0;0;1;1;64358
19. KW 2023;T;W;30 - 44;I;0;0;0;0;0;78747
19. KW 2023;T;W;30 - 44;N;0;0;0;0;0;78747
19. KW 2023;T;W;45 - 59;N;1;0;0;2;3;85089
19. KW 2023;T;W;45 - 59;I;0;0;0;0;0;85089
19. KW 2023;T;W;5 - 14;I;0;0;0;0;0;36114
19. KW 2023;T;W;5 - 14;N;0;0;0;0;0;36114
19. KW 2023;T;W;60 - 69;N;0;0;0;8;8;47861
19. KW 2023;T;W;60 - 69;I;0;0;0;0;0;47861
19. KW 2023;T;W;70 - 79;I;0;0;0;1;1;33698
19. KW 2023;T;W;70 - 79;N;1;0;0;6;7;33698
19. KW 2023;T;W;80+;N;2;0;0;23;25;26457
19. KW 2023;T;W;80+;I;0;0;0;0;0;26457
19. KW 2023;V;M;0 - 4;N;1;0;0;4;5;11185
19. KW 2023;V;M;0 - 4;I;0;0;0;0;0;11185
19. KW 2023;V;M;15 - 29;I;0;0;0;0;0;36552
19. KW 2023;V;M;15 - 29;N;0;0;0;1;1;36552
19. KW 2023;V;M;30 - 44;N;0;0;0;2;2;42070
19. KW 2023;V;M;30 - 44;I;0;0;0;0;0;42070
19. KW 2023;V;M;45 - 59;N;1;0;0;3;3;44152
19. KW 2023;V;M;45 - 59;I;0;0;0;0;0;44152
19. KW 2023;V;M;5 - 14;I;0;0;0;0;0;22093
19. KW 2023;V;M;5 - 14;N;0;0;0;2;2;22093
19. KW 2023;V;M;60 - 69;I;0;0;0;0;0;23065
19. KW 2023;V;M;60 - 69;N;0;0;0;4;4;23065
19. KW 2023;V;M;70 - 79;N;1;0;0;4;5;14368
19. KW 2023;V;M;70 - 79;I;0;0;0;1;1;14368
19. KW 2023;V;M;80+;I;0;0;0;1;1;8705
19. KW 2023;V;M;80+;N;1;0;0;6;7;8705
19. KW 2023;V;W;0 - 4;I;0;0;0;0;0;10440
19. KW 2023;V;W;0 - 4;N;0;0;0;0;0;10440
19. KW 2023;V;W;15 - 29;I;0;0;0;0;0;33321
19. KW 2023;V;W;15 - 29;N;0;0;0;0;0;33321
19. KW 2023;V;W;30 - 44;N;0;0;0;0;0;41244
19. KW 2023;V;W;30 - 44;I;0;0;0;0;0;41244
19. KW 2023;V;W;45 - 59;N;0;0;0;2;2;44009
19. KW 2023;V;W;45 - 59;I;0;0;0;0;0;44009
19. KW 2023;V;W;5 - 14;I;0;0;0;0;0;20807
19. KW 2023;V;W;5 - 14;N;0;0;0;0;0;20807
19. KW 2023;V;W;60 - 69;N;0;0;0;2;2;24272
19. KW 2023;V;W;60 - 69;I;0;0;0;0;0;24272
19. KW 2023;V;W;70 - 79;N;1;0;0;5;6;16760
19. KW 2023;V;W;70 - 79;I;0;0;0;1;1;16760
19. KW 2023;V;W;80+;N;4;0;0;9;11;13352
19. KW 2023;V;W;80+;I;0;0;0;1;1;13352
19. KW 2023;W;M;0 - 4;N;0;0;0;14;14;49761
19. KW 2023;W;M;0 - 4;I;0;0;0;1;1;49761
19. KW 2023;W;M;15 - 29;I;0;0;0;0;0;197815
19. KW 2023;W;M;15 - 29;N;0;0;0;1;1;197815
19. KW 2023;W;M;30 - 44;I;0;0;0;0;0;234008
19. KW 2023;W;M;30 - 44;N;1;0;0;3;4;234008
19. KW 2023;W;M;45 - 59;N;2;0;0;9;11;197095
19. KW 2023;W;M;45 - 59;I;0;0;0;1;1;197095
19. KW 2023;W;M;5 - 14;I;0;0;0;0;0;98711
19. KW 2023;W;M;5 - 14;N;0;0;0;3;3;98711
19. KW 2023;W;M;60 - 69;N;3;0;0;8;11;96445
19. KW 2023;W;M;60 - 69;I;0;0;0;2;2;96445
19. KW 2023;W;M;70 - 79;I;0;0;0;0;0;60465
19. KW 2023;W;M;70 - 79;N;7;0;0;21;26;60465
19. KW 2023;W;M;80+;I;0;0;0;1;1;34825
19. KW 2023;W;M;80+;N;9;0;0;21;30;34825
19. KW 2023;W;W;0 - 4;I;0;0;0;0;0;46967
19. KW 2023;W;W;0 - 4;N;2;0;0;4;6;46967
19. KW 2023;W;W;15 - 29;N;0;0;0;2;2;194282
19. KW 2023;W;W;15 - 29;I;0;0;0;0;0;194282
19. KW 2023;W;W;30 - 44;I;0;0;0;0;0;228259
19. KW 2023;W;W;30 - 44;N;0;0;0;2;2;228259
19. KW 2023;W;W;45 - 59;N;0;0;0;4;4;203725
19. KW 2023;W;W;45 - 59;I;0;0;0;0;0;203725
19. KW 2023;W;W;5 - 14;I;0;0;0;0;0;92193
19. KW 2023;W;W;5 - 14;N;0;0;0;3;3;92193
19. KW 2023;W;W;60 - 69;N;4;0;0;10;14;107201
19. KW 2023;W;W;60 - 69;I;0;0;0;0;0;107201
19. KW 2023;W;W;70 - 79;N;6;0;0;12;18;81196
19. KW 2023;W;W;70 - 79;I;2;0;0;1;3;81196
19. KW 2023;W;W;80+;I;1;0;0;0;1;59149
19. KW 2023;W;W;80+;N;7;0;0;27;34;59149
20. KW 2023;BGL;M;0 - 4;N;0;0;0;3;3;6203
20. KW 2023;BGL;M;0 - 4;I;0;0;0;0;0;6203
20. KW 2023;BGL;M;15 - 29;N;0;0;0;0;0;21547
20. KW 2023;BGL;M;15 - 29;I;0;0;0;0;0;21547
20. KW 2023;BGL;M;30 - 44;I;0;0;0;0;0;27102
20. KW 2023;BGL;M;30 - 44;N;0;0;0;2;2;27102
20. KW 2023;BGL;M;45 - 59;I;0;0;0;0;0;34423
20. KW 2023;BGL;M;45 - 59;N;0;0;0;2;2;34423
20. KW 2023;BGL;M;5 - 14;N;0;0;0;0;0;14239
20. KW 2023;BGL;M;5 - 14;I;0;0;0;0;0;14239
20. KW 2023;BGL;M;60 - 69;N;1;0;0;5;5;22455
20. KW 2023;BGL;M;60 - 69;I;0;0;0;1;1;22455
20. KW 2023;BGL;M;70 - 79;N;1;0;0;8;8;13780
20. KW 2023;BGL;M;70 - 79;I;0;0;0;1;1;13780
20. KW 2023;BGL;M;80+;N;1;0;0;12;13;7764
20. KW 2023;BGL;M;80+;I;0;0;0;0;0;7764
20. KW 2023;BGL;W;0 - 4;N;0;0;0;0;0;5948
20. KW 2023;BGL;W;0 - 4;I;0;0;0;0;0;5948
20. KW 2023;BGL;W;15 - 29;N;0;0;0;0;0;19925
20. KW 2023;BGL;W;15 - 29;I;0;0;0;0;0;19925
20. KW 2023;BGL;W;30 - 44;N;0;0;0;0;0;27926
20. KW 2023;BGL;W;30 - 44;I;0;0;0;0;0;27926
20. KW 2023;BGL;W;45 - 59;I;0;0;0;0;0;35354
20. KW 2023;BGL;W;45 - 59;N;3;0;0;2;5;35354
20. KW 2023;BGL;W;5 - 14;I;0;0;0;0;0;13488
20. KW 2023;BGL;W;5 - 14;N;0;0;0;0;0;13488
20. KW 2023;BGL;W;60 - 69;N;0;0;0;3;3;23241
20. KW 2023;BGL;W;60 - 69;I;0;0;0;0;0;23241
20. KW 2023;BGL;W;70 - 79;N;0;0;0;3;3;15494
20. KW 2023;BGL;W;70 - 79;I;0;0;0;0;0;15494
20. KW 2023;BGL;W;80+;N;2;0;0;7;8;12361
20. KW 2023;BGL;W;80+;I;0;0;0;0;0;12361
20. KW 2023;KTN;M;0 - 4;N;0;0;0;2;2;12094
20. KW 2023;KTN;M;0 - 4;I;0;0;0;0;0;12094
20. KW 2023;KTN;M;15 - 29;I;0;0;0;0;0;44779
20. KW 2023;KTN;M;15 - 29;N;0;0;0;0;0;44779
20. KW 2023;KTN;M;30 - 44;N;0;0;0;0;0;53429
20. KW 2023;KTN;M;30 - 44;I;0;0;0;0;0;53429
20. KW 2023;KTN;M;45 - 59;N;1;0;0;1;2;62291
20. KW 2023;KTN;M;45 - 59;I;0;0;0;0;0;62291
20. KW 2023;KTN;M;5 - 14;I;0;0;0;0;0;26441
20. KW 2023;KTN;M;5 - 14;N;0;0;0;0;0;26441
20. KW 2023;KTN;M;60 - 69;I;0;0;0;1;1;39936
20. KW 2023;KTN;M;60 - 69;N;1;0;0;4;5;39936
20. KW 2023;KTN;M;70 - 79;I;0;0;0;0;0;24639
20. KW 2023;KTN;M;70 - 79;N;1;0;0;10;11;24639
20. KW 2023;KTN;M;80+;I;0;0;0;0;0;14862
20. KW 2023;KTN;M;80+;N;3;0;0;22;24;14862
20. KW 2023;KTN;W;0 - 4;N;0;0;0;2;2;11441
20. KW 2023;KTN;W;0 - 4;I;0;0;0;0;0;11441
20. KW 2023;KTN;W;15 - 29;I;0;0;0;0;0;40534
20. KW 2023;KTN;W;15 - 29;N;1;0;0;1;2;40534
20. KW 2023;KTN;W;30 - 44;I;0;0;0;0;0;52625
20. KW 2023;KTN;W;30 - 44;N;0;0;0;2;2;52625
20. KW 2023;KTN;W;45 - 59;I;0;0;0;0;0;64051
20. KW 2023;KTN;W;45 - 59;N;1;0;0;1;2;64051
20. KW 2023;KTN;W;5 - 14;N;0;0;0;1;1;25080
20. KW 2023;KTN;W;5 - 14;I;0;0;0;0;0;25080
20. KW 2023;KTN;W;60 - 69;I;0;0;0;0;0;42536
20. KW 2023;KTN;W;60 - 69;N;0;0;0;6;6;42536
20. KW 2023;KTN;W;70 - 79;N;2;0;0;4;5;29804
20. KW 2023;KTN;W;70 - 79;I;0;0;0;0;0;29804
20. KW 2023;KTN;W;80+;I;0;0;0;0;0;24442
20. KW 2023;KTN;W;80+;N;2;0;0;13;15;24442
20. KW 2023;NÖ;M;0 - 4;N;1;0;1;5;7;40264
20. KW 2023;NÖ;M;0 - 4;I;0;0;0;1;1;40264
20. KW 2023;NÖ;M;15 - 29;I;0;0;0;0;0;135847
20. KW 2023;NÖ;M;15 - 29;N;0;0;0;0;0;135847
20. KW 2023;NÖ;M;30 - 44;N;0;0;0;4;4;163927
20. KW 2023;NÖ;M;30 - 44;I;0;0;0;0;0;163927
20. KW 2023;NÖ;M;45 - 59;I;0;0;0;0;0;194009
20. KW 2023;NÖ;M;45 - 59;N;0;0;0;11;11;194009
20. KW 2023;NÖ;M;5 - 14;N;0;0;0;7;7;88232
20. KW 2023;NÖ;M;5 - 14;I;0;0;0;0;0;88232
20. KW 2023;NÖ;M;60 - 69;N;1;0;0;9;9;110830
20. KW 2023;NÖ;M;60 - 69;I;0;0;0;1;1;110830
20. KW 2023;NÖ;M;70 - 79;N;5;0;0;19;24;68295
20. KW 2023;NÖ;M;70 - 79;I;0;0;0;3;3;68295
20. KW 2023;NÖ;M;80+;I;0;0;0;1;1;43827
20. KW 2023;NÖ;M;80+;N;7;1;0;41;45;43827
20. KW 2023;NÖ;W;0 - 4;I;0;0;0;0;0;38530
20. KW 2023;NÖ;W;0 - 4;N;0;0;0;8;8;38530
20. KW 2023;NÖ;W;15 - 29;N;0;0;0;1;1;125900
20. KW 2023;NÖ;W;15 - 29;I;0;0;0;0;0;125900
20. KW 2023;NÖ;W;30 - 44;I;0;0;0;1;1;164127
20. KW 2023;NÖ;W;30 - 44;N;1;0;0;0;1;164127
20. KW 2023;NÖ;W;45 - 59;N;0;1;0;4;5;197835
20. KW 2023;NÖ;W;45 - 59;I;0;0;0;0;0;197835
20. KW 2023;NÖ;W;5 - 14;I;0;0;0;0;0;83246
20. KW 2023;NÖ;W;5 - 14;N;0;0;0;1;1;83246
20. KW 2023;NÖ;W;60 - 69;I;0;0;0;0;0;115695
20. KW 2023;NÖ;W;60 - 69;N;0;0;0;10;10;115695
20. KW 2023;NÖ;W;70 - 79;I;0;0;0;1;1;81215
20. KW 2023;NÖ;W;70 - 79;N;3;0;1;13;17;81215
20. KW 2023;NÖ;W;80+;N;6;0;0;35;39;66594
20. KW 2023;NÖ;W;80+;I;0;0;0;0;0;66594
20. KW 2023;OÖ;M;0 - 4;N;1;0;0;10;11;39341
20. KW 2023;OÖ;M;0 - 4;I;0;0;0;0;0;39341
20. KW 2023;OÖ;M;15 - 29;N;0;0;0;0;0;133825
20. KW 2023;OÖ;M;15 - 29;I;0;0;0;0;0;133825
20. KW 2023;OÖ;M;30 - 44;I;0;0;0;0;0;157183
20. KW 2023;OÖ;M;30 - 44;N;0;0;0;0;0;157183
20. KW 2023;OÖ;M;45 - 59;N;0;0;1;13;14;163750
20. KW 2023;OÖ;M;45 - 59;I;0;0;0;4;4;163750
20. KW 2023;OÖ;M;5 - 14;I;0;0;0;0;0;79609
20. KW 2023;OÖ;M;5 - 14;N;0;0;0;0;0;79609
20. KW 2023;OÖ;M;60 - 69;N;1;0;0;14;15;95341
20. KW 2023;OÖ;M;60 - 69;I;0;0;0;1;1;95341
20. KW 2023;OÖ;M;70 - 79;N;4;0;0;27;31;55199
20. KW 2023;OÖ;M;70 - 79;I;1;0;0;0;1;55199
20. KW 2023;OÖ;M;80+;I;0;0;0;2;2;33695
20. KW 2023;OÖ;M;80+;N;4;0;0;25;29;33695
20. KW 2023;OÖ;W;0 - 4;I;0;0;0;0;0;37266
20. KW 2023;OÖ;W;0 - 4;N;0;0;0;5;5;37266
