KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;SONSTIGE;AUFNAHMEN;BEV_ZAHL
42. KW 2023;NÖ;M;60 - 69;I;0;0;0;1;1;110830
42. KW 2023;NÖ;M;60 - 69;N;8;0;0;12;18;110830
42. KW 2023;NÖ;M;70 - 79;N;15;0;0;25;36;68295
42. KW 2023;NÖ;M;70 - 79;I;0;0;0;2;2;68295
42. KW 2023;NÖ;M;80+;N;39;0;0;40;74;43827
42. KW 2023;NÖ;M;80+;I;0;0;0;1;1;43827
42. KW 2023;NÖ;W;0 - 4;I;0;0;0;0;0;38530
42. KW 2023;NÖ;W;0 - 4;N;0;0;0;9;9;38530
42. KW 2023;NÖ;W;15 - 29;I;0;0;0;0;0;125900
42. KW 2023;NÖ;W;15 - 29;N;1;0;0;1;1;125900
42. KW 2023;NÖ;W;30 - 44;N;0;0;0;4;4;164127
42. KW 2023;NÖ;W;30 - 44;I;0;0;0;0;0;164127
42. KW 2023;NÖ;W;45 - 59;N;6;0;0;7;13;197835
42. KW 2023;NÖ;W;45 - 59;I;0;0;0;0;0;197835
42. KW 2023;NÖ;W;5 - 14;N;0;0;0;6;6;83246
42. KW 2023;NÖ;W;5 - 14;I;0;0;0;0;0;83246
42. KW 2023;NÖ;W;60 - 69;I;0;0;0;0;0;115695
42. KW 2023;NÖ;W;60 - 69;N;5;0;0;10;15;115695
42. KW 2023;NÖ;W;70 - 79;N;14;0;0;11;24;81215
42. KW 2023;NÖ;W;70 - 79;I;0;0;0;1;1;81215
42. KW 2023;NÖ;W;80+;I;0;0;0;1;1;66594
42. KW 2023;NÖ;W;80+;N;41;0;0;33;69;66594
42. KW 2023;OÖ;M;0 - 4;N;0;0;0;9;9;39341
42. KW 2023;OÖ;M;0 - 4;I;0;0;0;0;0;39341
42. KW 2023;OÖ;M;15 - 29;I;0;0;0;0;0;133825
42. KW 2023;OÖ;M;15 - 29;N;2;0;0;1;3;133825
42. KW 2023;OÖ;M;30 - 44;I;0;0;0;0;0;157183
42. KW 2023;OÖ;M;30 - 44;N;2;0;0;4;6;157183
42. KW 2023;OÖ;M;45 - 59;N;3;0;0;9;12;163750
42. KW 2023;OÖ;M;45 - 59;I;0;0;0;1;1;163750
42. KW 2023;OÖ;M;5 - 14;I;0;0;0;0;0;79609
42. KW 2023;OÖ;M;5 - 14;N;0;0;0;6;6;79609
42. KW 2023;OÖ;M;60 - 69;I;0;1;0;2;2;95341
42. KW 2023;OÖ;M;60 - 69;N;7;0;0;17;23;95341
42. KW 2023;OÖ;M;70 - 79;N;20;0;0;25;43;55199
42. KW 2023;OÖ;M;70 - 79;I;1;0;0;2;3;55199
42. KW 2023;OÖ;M;80+;N;38;0;0;36;66;33695
42. KW 2023;OÖ;M;80+;I;1;0;0;2;2;33695
42. KW 2023;OÖ;W;0 - 4;N;1;0;0;5;6;37266
42. KW 2023;OÖ;W;0 - 4;I;0;0;0;1;1;37266
42. KW 2023;OÖ;W;15 - 29;N;0;0;0;2;2;122614
42. KW 2023;OÖ;W;15 - 29;I;0;0;0;0;0;122614
42. KW 2023;OÖ;W;30 - 44;I;0;0;0;0;0;148425
42. KW 2023;OÖ;W;30 - 44;N;2;0;0;2;4;148425
42. KW 2023;OÖ;W;45 - 59;I;0;0;0;1;1;162516
42. KW 2023;OÖ;W;45 - 59;N;3;1;0;7;11;162516
42. KW 2023;OÖ;W;5 - 14;I;0;0;0;0;0;75111
42. KW 2023;OÖ;W;5 - 14;N;0;0;0;7;7;75111
42. KW 2023;OÖ;W;60 - 69;I;1;0;0;0;1;99157
42. KW 2023;OÖ;W;60 - 69;N;4;0;0;11;15;99157
42. KW 2023;OÖ;W;70 - 79;I;0;0;0;2;2;65521
42. KW 2023;OÖ;W;70 - 79;N;10;0;0;7;17;65521
42. KW 2023;OÖ;W;80+;N;29;0;0;23;51;54272
42. KW 2023;OÖ;W;80+;I;0;0;0;2;2;54272
42. KW 2023;SBG;M;0 - 4;I;0;0;0;0;0;14559
42. KW 2023;SBG;M;0 - 4;N;1;0;1;2;4;14559
42. KW 2023;SBG;M;15 - 29;I;0;0;0;0;0;49514
42. KW 2023;SBG;M;15 - 29;N;0;0;0;0;0;49514
42. KW 2023;SBG;M;30 - 44;N;0;0;0;1;1;58373
42. KW 2023;SBG;M;30 - 44;I;0;0;0;0;0;58373
42. KW 2023;SBG;M;45 - 59;N;1;0;0;1;1;60002
42. KW 2023;SBG;M;45 - 59;I;0;0;0;1;1;60002
42. KW 2023;SBG;M;5 - 14;N;0;0;0;1;1;28141
42. KW 2023;SBG;M;5 - 14;I;0;0;0;0;0;28141
42. KW 2023;SBG;M;60 - 69;N;3;0;0;5;8;33199
42. KW 2023;SBG;M;60 - 69;I;0;0;0;1;1;33199
42. KW 2023;SBG;M;70 - 79;I;1;0;0;0;1;21501
42. KW 2023;SBG;M;70 - 79;N;2;0;0;6;8;21501
42. KW 2023;SBG;M;80+;N;6;0;0;15;20;12901
42. KW 2023;SBG;M;80+;I;0;0;0;0;0;12901
42. KW 2023;SBG;W;0 - 4;N;0;0;0;3;3;13602
42. KW 2023;SBG;W;0 - 4;I;0;0;0;0;0;13602
42. KW 2023;SBG;W;15 - 29;N;0;0;0;2;2;46786
42. KW 2023;SBG;W;15 - 29;I;1;0;0;0;1;46786
42. KW 2023;SBG;W;30 - 44;N;0;0;0;1;1;57406
42. KW 2023;SBG;W;30 - 44;I;0;0;0;0;0;57406
42. KW 2023;SBG;W;45 - 59;I;0;0;0;0;0;62089
42. KW 2023;SBG;W;45 - 59;N;0;0;0;1;1;62089
42. KW 2023;SBG;W;5 - 14;N;0;0;0;2;2;26886
42. KW 2023;SBG;W;5 - 14;I;0;0;0;0;0;26886
42. KW 2023;SBG;W;60 - 69;N;4;0;0;4;7;36905
42. KW 2023;SBG;W;60 - 69;I;1;0;0;0;1;36905
42. KW 2023;SBG;W;70 - 79;I;0;0;0;0;0;26554
42. KW 2023;SBG;W;70 - 79;N;6;0;0;6;12;26554
42. KW 2023;SBG;W;80+;I;1;0;0;1;2;19928
42. KW 2023;SBG;W;80+;N;11;0;0;12;22;19928
42. KW 2023;ST;M;0 - 4;I;0;0;0;0;0;28587
42. KW 2023;ST;M;0 - 4;N;4;0;0;4;8;28587
42. KW 2023;ST;M;15 - 29;N;0;0;0;0;0;107003
42. KW 2023;ST;M;15 - 29;I;1;0;0;0;1;107003
42. KW 2023;ST;M;30 - 44;I;0;0;0;0;0;128845
42. KW 2023;ST;M;30 - 44;N;2;0;0;5;7;128845
42. KW 2023;ST;M;45 - 59;N;1;0;0;8;9;138876
42. KW 2023;ST;M;45 - 59;I;0;0;0;1;1;138876
42. KW 2023;ST;M;5 - 14;N;0;0;0;2;2;59390
42. KW 2023;ST;M;5 - 14;I;0;0;0;0;0;59390
42. KW 2023;ST;M;60 - 69;I;0;0;0;2;2;81587
42. KW 2023;ST;M;60 - 69;N;9;0;0;18;26;81587
42. KW 2023;ST;M;70 - 79;N;9;0;0;26;31;49761
42. KW 2023;ST;M;70 - 79;I;0;0;0;1;1;49761
42. KW 2023;ST;M;80+;N;18;1;0;38;54;31466
42. KW 2023;ST;M;80+;I;0;0;0;5;5;31466
42. KW 2023;ST;W;0 - 4;I;0;0;0;0;0;27516
42. KW 2023;ST;W;0 - 4;N;0;0;0;3;3;27516
42. KW 2023;ST;W;15 - 29;N;0;0;0;2;2;98279
42. KW 2023;ST;W;15 - 29;I;0;0;0;0;0;98279
42. KW 2023;ST;W;30 - 44;N;0;0;0;3;3;122527
42. KW 2023;ST;W;30 - 44;I;0;0;0;0;0;122527
42. KW 2023;ST;W;45 - 59;N;4;0;0;4;8;137720
42. KW 2023;ST;W;45 - 59;I;0;0;0;0;0;137720
42. KW 2023;ST;W;5 - 14;I;0;0;0;0;0;55546
42. KW 2023;ST;W;5 - 14;N;1;0;0;3;4;55546
42. KW 2023;ST;W;60 - 69;N;5;0;0;7;11;86009
42. KW 2023;ST;W;60 - 69;I;1;0;0;1;2;86009
42. KW 2023;ST;W;70 - 79;I;0;0;0;2;2;60569
42. KW 2023;ST;W;70 - 79;N;12;0;1;9;19;60569
42. KW 2023;ST;W;80+;I;0;0;0;1;1;51517
42. KW 2023;ST;W;80+;N;15;0;0;28;42;51517
42. KW 2023;T;M;0 - 4;N;1;1;0;7;8;19426
42. KW 2023;T;M;0 - 4;I;0;0;0;0;0;19426
42. KW 2023;T;M;15 - 29;I;0;0;0;0;0;68738
42. KW 2023;T;M;15 - 29;N;0;0;0;3;3;68738
42. KW 2023;T;M;30 - 44;N;0;0;0;5;5;80055
42. KW 2023;T;M;30 - 44;I;0;0;0;0;0;80055
42. KW 2023;T;M;45 - 59;I;1;0;0;1;2;83366
42. KW 2023;T;M;45 - 59;N;5;0;0;8;10;83366
42. KW 2023;T;M;5 - 14;I;0;0;0;0;0;38244
42. KW 2023;T;M;5 - 14;N;0;0;0;1;1;38244
42. KW 2023;T;M;60 - 69;N;4;0;0;10;12;45032
42. KW 2023;T;M;60 - 69;I;0;0;0;0;0;45032
42. KW 2023;T;M;70 - 79;I;0;0;0;0;0;28179
42. KW 2023;T;M;70 - 79;N;9;0;0;20;27;28179
42. KW 2023;T;M;80+;N;22;0;0;14;33;17597
42. KW 2023;T;M;80+;I;0;0;0;1;1;17597
42. KW 2023;T;W;0 - 4;I;0;0;0;0;0;18343
42. KW 2023;T;W;0 - 4;N;1;0;0;0;1;18343
42. KW 2023;T;W;15 - 29;I;0;0;0;0;0;64358
42. KW 2023;T;W;15 - 29;N;1;0;0;1;2;64358
42. KW 2023;T;W;30 - 44;N;1;0;0;1;2;78747
42. KW 2023;T;W;30 - 44;I;0;0;0;0;0;78747
42. KW 2023;T;W;45 - 59;N;1;0;0;2;3;85089
42. KW 2023;T;W;45 - 59;I;0;0;0;0;0;85089
42. KW 2023;T;W;5 - 14;I;0;0;0;0;0;36114
42. KW 2023;T;W;5 - 14;N;0;0;0;0;0;36114
42. KW 2023;T;W;60 - 69;I;0;0;0;0;0;47861
42. KW 2023;T;W;60 - 69;N;5;0;0;6;10;47861
42. KW 2023;T;W;70 - 79;I;1;0;0;0;1;33698
42. KW 2023;T;W;70 - 79;N;10;0;0;12;21;33698
42. KW 2023;T;W;80+;N;24;0;0;18;38;26457
42. KW 2023;T;W;80+;I;0;0;0;0;0;26457
42. KW 2023;V;M;0 - 4;I;0;0;0;0;0;11185
42. KW 2023;V;M;0 - 4;N;0;0;0;0;0;11185
42. KW 2023;V;M;15 - 29;I;0;0;0;0;0;36552
42. KW 2023;V;M;15 - 29;N;0;0;0;3;3;36552
42. KW 2023;V;M;30 - 44;N;0;0;0;2;2;42070
42. KW 2023;V;M;30 - 44;I;0;0;0;0;0;42070
42. KW 2023;V;M;45 - 59;I;0;0;0;0;0;44152
42. KW 2023;V;M;45 - 59;N;0;0;0;0;0;44152
42. KW 2023;V;M;5 - 14;N;0;0;0;1;1;22093
42. KW 2023;V;M;5 - 14;I;0;0;0;0;0;22093
42. KW 2023;V;M;60 - 69;N;0;0;0;5;5;23065
42. KW 2023;V;M;60 - 69;I;0;0;0;0;0;23065
42. KW 2023;V;M;70 - 79;I;0;0;0;0;0;14368
42. KW 2023;V;M;70 - 79;N;4;0;0;3;7;14368
42. KW 2023;V;M;80+;I;0;0;0;0;0;8705
42. KW 2023;V;M;80+;N;5;0;0;5;9;8705
42. KW 2023;V;W;0 - 4;N;0;0;0;1;1;10440
42. KW 2023;V;W;0 - 4;I;0;0;0;0;0;10440
42. KW 2023;V;W;15 - 29;I;0;0;0;0;0;33321
42. KW 2023;V;W;15 - 29;N;0;0;0;3;3;33321
42. KW 2023;V;W;30 - 44;N;0;0;0;0;0;41244
42. KW 2023;V;W;30 - 44;I;0;0;0;0;0;41244
42. KW 2023;V;W;45 - 59;I;0;0;0;0;0;44009
42. KW 2023;V;W;45 - 59;N;0;0;0;2;2;44009
42. KW 2023;V;W;5 - 14;N;0;0;0;2;2;20807
42. KW 2023;V;W;5 - 14;I;0;0;0;0;0;20807
42. KW 2023;V;W;60 - 69;I;0;0;0;0;0;24272
42. KW 2023;V;W;60 - 69;N;0;0;0;2;2;24272
42. KW 2023;V;W;70 - 79;I;0;0;0;1;1;16760
42. KW 2023;V;W;70 - 79;N;2;0;0;3;5;16760
42. KW 2023;V;W;80+;N;12;0;0;9;19;13352
42. KW 2023;V;W;80+;I;0;0;0;0;0;13352
42. KW 2023;W;M;0 - 4;I;0;0;0;0;0;49761
42. KW 2023;W;M;0 - 4;N;1;0;0;12;13;49761
42. KW 2023;W;M;15 - 29;N;0;0;0;1;1;197815
42. KW 2023;W;M;15 - 29;I;0;0;0;1;1;197815
42. KW 2023;W;M;30 - 44;N;2;0;0;4;6;234008
42. KW 2023;W;M;30 - 44;I;0;0;0;0;0;234008
42. KW 2023;W;M;45 - 59;I;0;0;0;1;1;197095
42. KW 2023;W;M;45 - 59;N;2;0;0;7;9;197095
42. KW 2023;W;M;5 - 14;I;0;0;0;0;0;98711
42. KW 2023;W;M;5 - 14;N;0;0;0;4;4;98711
42. KW 2023;W;M;60 - 69;I;0;0;0;1;1;96445
42. KW 2023;W;M;60 - 69;N;2;0;0;6;8;96445
42. KW 2023;W;M;70 - 79;I;0;0;0;3;3;60465
42. KW 2023;W;M;70 - 79;N;9;0;0;20;28;60465
42. KW 2023;W;M;80+;I;0;0;0;0;0;34825
42. KW 2023;W;M;80+;N;26;0;0;25;46;34825
42. KW 2023;W;W;0 - 4;I;0;0;0;0;0;46967
42. KW 2023;W;W;0 - 4;N;1;0;0;3;4;46967
42. KW 2023;W;W;15 - 29;N;1;0;0;2;3;194282
42. KW 2023;W;W;15 - 29;I;0;0;0;0;0;194282
42. KW 2023;W;W;30 - 44;I;0;0;0;0;0;228259
42. KW 2023;W;W;30 - 44;N;0;0;0;0;0;228259
42. KW 2023;W;W;45 - 59;N;2;0;0;6;8;203725
42. KW 2023;W;W;45 - 59;I;2;0;0;1;3;203725
42. KW 2023;W;W;5 - 14;N;0;0;0;5;5;92193
42. KW 2023;W;W;5 - 14;I;0;0;0;0;0;92193
42. KW 2023;W;W;60 - 69;N;2;0;0;6;8;107201
42. KW 2023;W;W;60 - 69;I;0;0;0;0;0;107201
42. KW 2023;W;W;70 - 79;I;0;0;0;2;2;81196
42. KW 2023;W;W;70 - 79;N;15;0;0;15;27;81196
42. KW 2023;W;W;80+;I;0;0;0;0;0;59149
42. KW 2023;W;W;80+;N;38;0;0;24;61;59149
43. KW 2023;BGL;M;0 - 4;N;0;0;0;1;1;6203
43. KW 2023;BGL;M;0 - 4;I;0;0;0;0;0;6203
43. KW 2023;BGL;M;15 - 29;I;0;0;0;0;0;21547
43. KW 2023;BGL;M;15 - 29;N;0;0;0;0;0;21547
43. KW 2023;BGL;M;30 - 44;N;0;0;0;0;0;27102
43. KW 2023;BGL;M;30 - 44;I;0;0;0;1;1;27102
43. KW 2023;BGL;M;45 - 59;I;0;0;0;0;0;34423
43. KW 2023;BGL;M;45 - 59;N;1;0;0;0;1;34423
43. KW 2023;BGL;M;5 - 14;I;0;0;0;0;0;14239
43. KW 2023;BGL;M;5 - 14;N;0;0;0;0;0;14239
43. KW 2023;BGL;M;60 - 69;N;2;0;0;2;4;22455
43. KW 2023;BGL;M;60 - 69;I;0;0;0;0;0;22455
43. KW 2023;BGL;M;70 - 79;I;0;0;0;0;0;13780
43. KW 2023;BGL;M;70 - 79;N;1;0;0;4;5;13780
43. KW 2023;BGL;M;80+;N;8;0;0;11;17;7764
43. KW 2023;BGL;M;80+;I;2;0;0;0;2;7764
43. KW 2023;BGL;W;0 - 4;I;0;0;0;0;0;5948
43. KW 2023;BGL;W;0 - 4;N;0;0;0;1;1;5948
43. KW 2023;BGL;W;15 - 29;N;1;0;0;0;1;19925
43. KW 2023;BGL;W;15 - 29;I;0;0;0;0;0;19925
43. KW 2023;BGL;W;30 - 44;N;0;0;0;0;0;27926
43. KW 2023;BGL;W;30 - 44;I;0;0;0;0;0;27926
43. KW 2023;BGL;W;45 - 59;N;1;0;0;1;2;35354
43. KW 2023;BGL;W;45 - 59;I;0;0;0;0;0;35354
43. KW 2023;BGL;W;5 - 14;I;0;0;0;0;0;13488
43. KW 2023;BGL;W;5 - 14;N;0;0;0;0;0;13488
43. KW 2023;BGL;W;60 - 69;N;0;0;0;1;1;23241
43. KW 2023;BGL;W;60 - 69;I;0;0;0;0;0;23241
43. KW 2023;BGL;W;70 - 79;N;4;0;0;3;6;15494
43. KW 2023;BGL;W;70 - 79;I;0;0;0;0;0;15494
43. KW 2023;BGL;W;80+;N;8;0;0;7;14;12361
43. KW 2023;BGL;W;80+;I;0;0;0;0;0;12361
43. KW 2023;KTN;M;0 - 4;I;0;0;0;1;1;12094
43. KW 2023;KTN;M;0 - 4;N;1;0;0;4;5;12094
43. KW 2023;KTN;M;15 - 29;I;0;0;0;0;0;44779
43. KW 2023;KTN;M;15 - 29;N;0;0;0;2;2;44779
43. KW 2023;KTN;M;30 - 44;I;0;0;0;0;0;53429
43. KW 2023;KTN;M;30 - 44;N;0;0;0;3;3;53429
43. KW 2023;KTN;M;45 - 59;N;2;0;0;5;7;62291
43. KW 2023;KTN;M;45 - 59;I;0;0;0;1;1;62291
43. KW 2023;KTN;M;5 - 14;N;0;0;0;0;0;26441
43. KW 2023;KTN;M;5 - 14;I;0;0;0;0;0;26441
43. KW 2023;KTN;M;60 - 69;N;2;0;0;10;12;39936
43. KW 2023;KTN;M;60 - 69;I;0;0;0;0;0;39936
43. KW 2023;KTN;M;70 - 79;I;0;0;0;0;0;24639
43. KW 2023;KTN;M;70 - 79;N;8;0;0;5;13;24639
43. KW 2023;KTN;M;80+;N;17;0;0;14;29;14862
43. KW 2023;KTN;M;80+;I;0;0;0;2;2;14862
43. KW 2023;KTN;W;0 - 4;N;0;0;0;0;0;11441
43. KW 2023;KTN;W;0 - 4;I;0;0;0;0;0;11441
43. KW 2023;KTN;W;15 - 29;I;0;0;0;0;0;40534
43. KW 2023;KTN;W;15 - 29;N;0;0;0;1;1;40534
43. KW 2023;KTN;W;30 - 44;I;0;0;0;0;0;52625
43. KW 2023;KTN;W;30 - 44;N;0;0;0;2;2;52625
43. KW 2023;KTN;W;45 - 59;N;1;0;0;3;4;64051
43. KW 2023;KTN;W;45 - 59;I;1;0;0;0;1;64051
43. KW 2023;KTN;W;5 - 14;I;0;0;0;0;0;25080
43. KW 2023;KTN;W;5 - 14;N;0;0;0;2;2;25080
43. KW 2023;KTN;W;60 - 69;N;3;0;0;1;4;42536
43. KW 2023;KTN;W;60 - 69;I;0;0;0;2;2;42536
43. KW 2023;KTN;W;70 - 79;N;4;0;0;11;14;29804
43. KW 2023;KTN;W;70 - 79;I;0;0;0;0;0;29804
43. KW 2023;KTN;W;80+;N;15;0;0;18;32;24442
43. KW 2023;KTN;W;80+;I;0;0;0;1;1;24442
43. KW 2023;NÖ;M;0 - 4;I;0;0;0;0;0;40264
43. KW 2023;NÖ;M;0 - 4;N;2;0;1;11;14;40264
43. KW 2023;NÖ;M;15 - 29;N;1;0;0;3;4;135847
43. KW 2023;NÖ;M;15 - 29;I;0;0;0;1;1;135847
43. KW 2023;NÖ;M;30 - 44;N;1;0;0;2;3;163927
43. KW 2023;NÖ;M;30 - 44;I;0;0;0;0;0;163927
43. KW 2023;NÖ;M;45 - 59;I;1;0;0;0;1;194009
43. KW 2023;NÖ;M;45 - 59;N;3;0;0;5;8;194009
43. KW 2023;NÖ;M;5 - 14;N;1;0;0;3;4;88232
43. KW 2023;NÖ;M;5 - 14;I;0;0;0;0;0;88232
43. KW 2023;NÖ;M;60 - 69;I;1;0;0;0;1;110830
43. KW 2023;NÖ;M;60 - 69;N;10;1;0;13;21;110830
43. KW 2023;NÖ;M;70 - 79;I;0;0;0;1;1;68295
43. KW 2023;NÖ;M;70 - 79;N;18;0;0;27;44;68295
43. KW 2023;NÖ;M;80+;N;36;0;0;40;70;43827
43. KW 2023;NÖ;M;80+;I;1;0;0;2;3;43827
43. KW 2023;NÖ;W;0 - 4;I;0;0;0;0;0;38530
43. KW 2023;NÖ;W;0 - 4;N;2;0;0;1;3;38530
43. KW 2023;NÖ;W;15 - 29;I;0;0;0;0;0;125900
43. KW 2023;NÖ;W;15 - 29;N;0;0;0;0;0;125900
43. KW 2023;NÖ;W;30 - 44;I;0;0;0;0;0;164127
43. KW 2023;NÖ;W;30 - 44;N;1;0;0;2;3;164127
43. KW 2023;NÖ;W;45 - 59;N;2;0;0;3;5;197835
43. KW 2023;NÖ;W;45 - 59;I;0;0;0;1;1;197835
43. KW 2023;NÖ;W;5 - 14;N;0;0;0;1;1;83246
43. KW 2023;NÖ;W;5 - 14;I;0;0;0;0;0;83246
43. KW 2023;NÖ;W;60 - 69;N;12;0;0;9;21;115695
43. KW 2023;NÖ;W;60 - 69;I;0;0;0;0;0;115695
43. KW 2023;NÖ;W;70 - 79;N;20;0;0;12;31;81215
43. KW 2023;NÖ;W;70 - 79;I;1;0;0;0;1;81215
43. KW 2023;NÖ;W;80+;I;1;0;0;2;3;66594
43. KW 2023;NÖ;W;80+;N;50;0;0;22;71;66594
43. KW 2023;OÖ;M;0 - 4;I;0;0;0;0;0;39341
43. KW 2023;OÖ;M;0 - 4;N;2;0;0;5;7;39341
43. KW 2023;OÖ;M;15 - 29;N;0;0;0;2;2;133825
43. KW 2023;OÖ;M;15 - 29;I;0;0;0;1;1;133825
43. KW 2023;OÖ;M;30 - 44;I;0;0;0;1;1;157183
43. KW 2023;OÖ;M;30 - 44;N;0;0;0;3;3;157183
43. KW 2023;OÖ;M;45 - 59;N;6;0;0;5;11;163750
43. KW 2023;OÖ;M;45 - 59;I;0;0;0;0;0;163750
43. KW 2023;OÖ;M;5 - 14;I;0;0;0;0;0;79609
43. KW 2023;OÖ;M;5 - 14;N;0;0;0;7;7;79609
43. KW 2023;OÖ;M;60 - 69;N;6;0;0;12;18;95341
43. KW 2023;OÖ;M;60 - 69;I;0;0;0;1;1;95341
43. KW 2023;OÖ;M;70 - 79;I;0;0;0;1;1;55199
43. KW 2023;OÖ;M;70 - 79;N;19;0;0;23;38;55199
43. KW 2023;OÖ;M;80+;N;33;0;0;35;63;33695
43. KW 2023;OÖ;M;80+;I;2;0;0;0;2;33695
43. KW 2023;OÖ;W;0 - 4;N;0;0;0;2;2;37266
43. KW 2023;OÖ;W;0 - 4;I;0;0;0;0;0;37266
43. KW 2023;OÖ;W;15 - 29;I;1;0;0;0;1;122614
43. KW 2023;OÖ;W;15 - 29;N;0;0;0;2;2;122614
43. KW 2023;OÖ;W;30 - 44;N;1;0;0;1;2;148425
43. KW 2023;OÖ;W;30 - 44;I;0;0;0;0;0;148425
43. KW 2023;OÖ;W;45 - 59;N;3;0;0;4;6;162516
43. KW 2023;OÖ;W;45 - 59;I;0;0;0;0;0;162516
43. KW 2023;OÖ;W;5 - 14;I;0;0;0;0;0;75111
43. KW 2023;OÖ;W;5 - 14;N;2;0;0;4;5;75111
43. KW 2023;OÖ;W;60 - 69;N;5;0;1;5;11;99157
43. KW 2023;OÖ;W;60 - 69;I;0;0;0;2;2;99157
43. KW 2023;OÖ;W;70 - 79;I;1;0;0;0;1;65521
43. KW 2023;OÖ;W;70 - 79;N;13;0;0;8;21;65521
43. KW 2023;OÖ;W;80+;I;0;0;0;1;1;54272
43. KW 2023;OÖ;W;80+;N;34;0;0;20;53;54272
43. KW 2023;SBG;M;0 - 4;N;0;0;0;4;4;14559
43. KW 2023;SBG;M;0 - 4;I;0;0;0;0;0;14559
43. KW 2023;SBG;M;15 - 29;I;0;0;0;0;0;49514
43. KW 2023;SBG;M;15 - 29;N;0;0;0;1;1;49514
43. KW 2023;SBG;M;30 - 44;N;0;0;0;0;0;58373
43. KW 2023;SBG;M;30 - 44;I;0;0;0;0;0;58373
43. KW 2023;SBG;M;45 - 59;I;0;0;0;0;0;60002
43. KW 2023;SBG;M;45 - 59;N;1;0;0;1;2;60002
43. KW 2023;SBG;M;5 - 14;N;0;0;0;1;1;28141
43. KW 2023;SBG;M;5 - 14;I;0;0;0;0;0;28141
43. KW 2023;SBG;M;60 - 69;I;0;0;0;1;1;33199
43. KW 2023;SBG;M;60 - 69;N;4;1;0;3;8;33199
43. KW 2023;SBG;M;70 - 79;I;2;0;0;1;3;21501
43. KW 2023;SBG;M;70 - 79;N;4;0;0;10;14;21501
43. KW 2023;SBG;M;80+;N;10;0;0;18;26;12901
43. KW 2023;SBG;M;80+;I;0;0;0;1;1;12901
43. KW 2023;SBG;W;0 - 4;I;0;0;0;0;0;13602
43. KW 2023;SBG;W;0 - 4;N;0;1;0;0;1;13602
43. KW 2023;SBG;W;15 - 29;I;0;0;0;0;0;46786
43. KW 2023;SBG;W;15 - 29;N;0;0;0;0;0;46786
43. KW 2023;SBG;W;30 - 44;N;1;0;0;2;3;57406
43. KW 2023;SBG;W;30 - 44;I;0;0;0;0;0;57406
43. KW 2023;SBG;W;45 - 59;N;2;0;0;1;3;62089
43. KW 2023;SBG;W;45 - 59;I;0;0;0;0;0;62089
43. KW 2023;SBG;W;5 - 14;N;0;0;0;1;1;26886
43. KW 2023;SBG;W;5 - 14;I;0;0;0;0;0;26886
43. KW 2023;SBG;W;60 - 69;I;0;0;0;0;0;36905
43. KW 2023;SBG;W;60 - 69;N;4;0;0;4;6;36905
43. KW 2023;SBG;W;70 - 79;N;2;0;0;2;4;26554
43. KW 2023;SBG;W;70 - 79;I;0;0;0;0;0;26554
43. KW 2023;SBG;W;80+;I;0;0;0;2;2;19928
43. KW 2023;SBG;W;80+;N;16;0;0;10;23;19928
43. KW 2023;ST;M;0 - 4;N;3;0;0;3;6;28587
43. KW 2023;ST;M;0 - 4;I;0;0;0;0;0;28587
43. KW 2023;ST;M;15 - 29;N;0;0;0;1;1;107003
43. KW 2023;ST;M;15 - 29;I;0;0;0;0;0;107003
43. KW 2023;ST;M;30 - 44;N;1;0;0;5;6;128845
43. KW 2023;ST;M;30 - 44;I;0;0;0;0;0;128845
43. KW 2023;ST;M;45 - 59;I;0;0;0;0;0;138876
43. KW 2023;ST;M;45 - 59;N;1;0;0;11;12;138876
43. KW 2023;ST;M;5 - 14;N;0;0;0;4;4;59390
43. KW 2023;ST;M;5 - 14;I;0;0;0;0;0;59390
43. KW 2023;ST;M;60 - 69;I;0;0;0;0;0;81587
43. KW 2023;ST;M;60 - 69;N;5;0;0;9;12;81587
43. KW 2023;ST;M;70 - 79;I;1;0;0;0;1;49761
43. KW 2023;ST;M;70 - 79;N;9;0;0;15;24;49761
43. KW 2023;ST;M;80+;I;2;0;0;2;4;31466
43. KW 2023;ST;M;80+;N;21;0;0;30;48;31466
43. KW 2023;ST;W;0 - 4;I;0;0;0;0;0;27516
43. KW 2023;ST;W;0 - 4;N;2;0;0;5;7;27516
43. KW 2023;ST;W;15 - 29;I;0;0;0;0;0;98279
43. KW 2023;ST;W;15 - 29;N;0;0;0;3;3;98279
43. KW 2023;ST;W;30 - 44;I;0;0;0;0;0;122527
43. KW 2023;ST;W;30 - 44;N;2;0;0;3;5;122527
43. KW 2023;ST;W;45 - 59;N;1;0;0;0;1;137720
43. KW 2023;ST;W;45 - 59;I;1;0;0;0;1;137720
43. KW 2023;ST;W;5 - 14;N;1;0;0;2;3;55546
43. KW 2023;ST;W;5 - 14;I;0;0;0;0;0;55546
43. KW 2023;ST;W;60 - 69;I;1;0;0;0;1;86009
43. KW 2023;ST;W;60 - 69;N;3;0;0;5;8;86009
43. KW 2023;ST;W;70 - 79;I;2;0;0;0;2;60569
43. KW 2023;ST;W;70 - 79;N;9;0;0;18;26;60569
43. KW 2023;ST;W;80+;I;1;0;0;1;2;51517
43. KW 2023;ST;W;80+;N;35;0;0;34;68;51517
